Date,AssetName,Market,Source,Open,High,Low,Close,Volume,Value,Return_1D,Return_5D,Return_20D,Return_60D,Return_120D,Return_240D,MA30,MA60,MA120,MA30_Above_MA60,MA60_Above_MA120,MA_Alignment,Close_to_MA30,Close_to_MA60,Close_to_MA120,High_52W,Drawdown_52W,Volatility_20D,Volatility_60D,RSI14,MACD,MACD_Signal,MACD_Hist,MACD_GoldenCross,ROC60,Volume_MA20,Volume_Ratio_20D,AssetCode,Foreign,Institution,Foreign_5D,Foreign_20D,Institution_5D,Institution_20D,TotalFlow,TotalFlow_5D,TotalFlow_20D,RS_vs_KOSPI,RS_vs_KOSPI_Return_20D,RS_vs_KOSPI_Return_60D,RS_vs_NASDAQ,RS_vs_NASDAQ_Return_20D,RS_vs_NASDAQ_Return_60D,RS_vs_SP500,RS_vs_SP500_Return_20D,RS_vs_SP500_Return_60D
2020-01-03,KOSDAQ,KR_INDEX,FinanceDataReader,677.57,679.37,668.1,669.93,903858876,,-0.00606806919675984,,,,,,,,,0,0,0,,,,,,,,,-0.3262678062677651,-0.06525356125355301,-0.26101424501421205,0,,,,KQ11,,,,,,,,,,,,,,,,,,
2020-01-03,USD/KRW,FX,yfinance,1157.550048828125,1168.0699462890625,1155.31005859375,1157.1500244140625,0,,0.0027557508355264826,,,,,,,,,0,0,0,,,,,,,,,0.28477510439620346,0.05976262415558267,0.2250124802406208,0,,,,KRW=X,,,,,,,,,,,,,,,,,,
2020-01-03,KOSPI,KR_INDEX,FinanceDataReader,2192.58,2203.38,2165.39,2176.46,631562785,,0.0005930570943879498,,,,,,,,,0,0,0,,,,,,,,,0.10290598290612252,0.020581196581224506,0.08232478632489801,1,,,,KS11,,,,,,,,,,,,,,,,,,
2020-01-03,VanEck Semiconductor ETF,US_ETF,yfinance,71.2750015258789,71.71499633789062,70.94000244140625,71.15499877929688,9963600,,-0.016380945791851897,,,,,,,,,0,0,0,,,,,,,,,-0.09452971977385971,-0.018905943954771944,-0.07562377581908777,0,,,,SMH,,,,,,,,,,,,,0.00788790784786151,,,0.021996382098462892,,
2020-01-03,iShares Semiconductor ETF,US_ETF,yfinance,84.11333465576172,84.56999969482422,83.65333557128906,83.836669921875,1235100,,-0.018650712602236164,,,,,,,,,0,0,0,,,,,,,,,-0.12710327843994662,-0.025420655687989326,-0.1016826227519573,0,,,,SOXX,,,,,,,,,,,,,0.009293738148552147,,,0.025916709396400558,,
2020-01-03,S&P 500,US_INDEX,yfinance,3226.360107421875,3246.14990234375,3222.340087890625,3234.85009765625,3484700000,,-0.007059870562045378,,,,,,,,,0,0,0,,,,,,,,,-1.8347578347579656,-0.36695156695159314,-1.4678062678063726,0,,,,^GSPC,,,,,,,,,,,,,,,,,,
2020-01-03,NASDAQ Composite,US_INDEX,yfinance,8976.4296875,9065.759765625,8976.4296875,9020.76953125,2586520000,,-0.007855191660339544,,,,,,,,,0,0,0,,,,,,,,,-5.6973936075501115,-1.1394787215100224,-4.5579148860400895,0,,,,^IXIC,,,,,,,,,,,,,,,,,,
2020-01-06,SK Hynix,KR_STOCK,FinanceDataReader,93000.0,95300.0,92800.0,94300.0,2577573,,-0.002116402116402072,,,,,,,,,0,0,0,,,,,,,,,-44.22691374256101,-11.398089301216533,-32.82882444134448,0,,,,000660,,,,,,,,,,43.75727934591451,,,,,,,,
2020-01-06,Samsung Electronics,KR_STOCK,FinanceDataReader,54900.0,55600.0,54600.0,55500.0,10278951,,0.0,,,,,,,,,0,0,0,,,,,,,,,42.40874668225297,12.310809165510582,30.097937516742384,0,,,,005930,,,,,,,,,,25.75322379319465,,,,,,,,
2020-01-06,Hanmi Semiconductor,KR_STOCK,FinanceDataReader,3895.0,3970.0,3865.0,3920.0,396028,,-0.016311166875784155,,,,,,,,,0,0,0,,,,,,,,,-4.478372740481518,-0.8318568842786954,-3.646515856202823,0,,,,042700,,,,,,,,,,1.8189664372850995,,,,,,,,
2020-01-06,KOSDAQ,KR_INDEX,FinanceDataReader,660.08,663.1,653.61,655.31,884278619,,-0.02182317555565505,,,,,,,,,0,0,0,,,,,,,,,-1.7444403860357625,-0.401090926209995,-1.3433494598257676,0,,,,KQ11,,,,,,,,,,,,,,,,,,
2020-01-06,USD/KRW,FX,yfinance,1167.4000244140625,1172.489990234375,1165.6400146484375,1165.8499755859375,0,,0.00751842975268513,,,,,,,,,0,0,0,,,,,,,,,1.1849093436344447,0.2847919680513551,0.9001173755830896,0,,,,KRW=X,,,,,,,,,,,,,,,,,,
2020-01-06,KOSPI,KR_INDEX,FinanceDataReader,2154.97,2164.42,2149.95,2155.07,592670719,,-0.009827885649173362,,,,,,,,,0,0,0,,,,,,,,,-1.523967175591224,-0.28832847785326526,-1.2356386977379588,0,,,,KS11,,,,,,,,,,,,,,,,,,
2020-01-06,VanEck Semiconductor ETF,US_ETF,yfinance,70.25499725341797,70.56500244140625,69.88500213623047,70.3949966430664,6514000,,-0.010680938082618607,,,,,,,,,0,0,0,,,,,,,,,-0.22814115530994172,-0.060752986225805904,-0.1673881690841358,0,,,,SMH,,,,,,,,,,,,,0.007760043164443382,,,0.021684819549690402,,
2020-01-06,iShares Semiconductor ETF,US_ETF,yfinance,82.78333282470703,83.2300033569336,82.41999816894531,82.96333312988281,1615200,,-0.010417121682028019,,,,,,,,,0,0,0,,,,,,,,,-0.29490504092714787,-0.07931753273582104,-0.21558750819132683,0,,,,SOXX,,,,,,,,,,,,,0.00914552279075075,,,0.025556431478849402,,
2020-01-06,S&P 500,US_INDEX,yfinance,3217.550048828125,3246.840087890625,3214.639892578125,3246.280029296875,3702460000,,0.0035333728907271933,,,,,,,,,0,0,0,,,,,,,,,-2.33954782701403,-0.7614708189640806,-1.5780770080499495,0,,,,^GSPC,,,,,,,,,,,,,,,,,,
2020-01-06,NASDAQ Composite,US_INDEX,yfinance,8943.5,9072.41015625,8943.5,9071.4697265625,2810450000,,0.005620384728471706,,,,,,,,,0,0,0,,,,,,,,,-6.0517759405884135,-2.121938165325701,-3.9298377752627127,0,,,,^IXIC,,,,,,,,,,,,,,,,,,
2020-01-07,SK Hynix,KR_STOCK,FinanceDataReader,94500.0,95400.0,94000.0,94000.0,2489429,,-0.0031813361611876534,,,,,,,,,0,0,0,,,,,,,,,-89.8053446165577,-27.079540364284767,-62.72580425227294,0,,,,000660,,,,,,,,,,43.20766338472287,,,,,,,,
2020-01-07,Samsung Electronics,KR_STOCK,FinanceDataReader,55700.0,56400.0,55600.0,55800.0,10009778,,0.00540540540540535,,,,,,,,,0,0,0,,,,,,,,,80.33345827681478,25.91533898777142,54.41811928904336,0,,,,005930,,,,,,,,,,25.648804434761026,,,,,,,,
2020-01-07,Hanmi Semiconductor,KR_STOCK,FinanceDataReader,3955.0,3975.0,3885.0,3925.0,266992,,0.0012755102040815647,,,,,,,,,0,0,0,,,,,,,,,-7.849670809874624,-2.2354196693978814,-5.614251140476743,0,,,,042700,,,,,,,,,,1.8041497743089072,,,,,,,,
2020-01-07,KOSDAQ,KR_INDEX,FinanceDataReader,660.87,664.21,659.18,663.44,970306788,,0.012406342036593632,,,,,,,,,0,0,0,,,,,,,,,-2.1871175880074816,-0.7582962585694923,-1.4288213294379892,0,,,,KQ11,,,,,,,,,,,,,,,,,,
2020-01-07,USD/KRW,FX,yfinance,1166.52001953125,1168.010009765625,1161.949951171875,1167.4200439453125,0,,0.0013467156085720244,,,,,,,,,0,0,0,,,,,,,,,2.001887099983378,0.6282109944377597,1.3736761055456181,0,,,,KRW=X,,,,,,,,,,,,,,,,,,
2020-01-07,KOSPI,KR_INDEX,FinanceDataReader,2166.6,2181.62,2164.27,2175.54,568235609,,0.009498531370210728,,,,,,,,,0,0,0,,,,,,,,,-1.1482812778258449,-0.4603190378477812,-0.6879622399780636,0,,,,KS11,,,,,,,,,,,,,,,,,,
2020-01-07,VanEck Semiconductor ETF,US_ETF,yfinance,71.12000274658203,71.82499694824219,70.69999694824219,71.56999969482422,6526000,,0.016691570534701494,,,,,,,,,0,0,0,,,,,,,,,-0.23649014306484162,-0.09590041759361306,-0.14058972547122855,0,,,,SMH,,,,,,,,,,,,,0.007892084436400751,,,0.022108749345468744,,
2020-01-07,iShares Semiconductor ETF,US_ETF,yfinance,83.99666595458984,84.82333374023438,83.5,84.48999786376953,1146600,,0.018401680312152502,,,,,,,,,0,0,0,,,,,,,,,-0.30122769611645595,-0.12369956541194803,-0.1775281307045079,0,,,,SOXX,,,,,,,,,,,,,0.009316783568750103,,,0.02609987694472992,,
